effect,group,term,estimate,std.error,statistic,df,p.value,rep,warnings,nsubj,nitem,b0,b1,I0i_sd,S0s_sd,S1s_sd,scor,err_sd
fixed,NA,(Intercept),794.1684894713716,38.982975470103455,20.372187599697966,20.177305748721423,6.2654544024439495e-15,1,,10,10,800,100,100,80,40,0.2,200
fixed,NA,cat,116.95564837138741,62.898624284249884,1.8594309446712918,20.337004654242957,0.07749556907190652,1,,10,10,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),114.18336209922643,NA,NA,NA,NA,1,,10,10,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),82.85123115632669,NA,NA,NA,NA,1,,10,10,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,78.94795959922583,NA,NA,NA,NA,1,,10,10,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-0.31551728233124343,NA,NA,NA,NA,1,,10,10,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,190.4456442540117,NA,NA,NA,NA,1,,10,10,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),751.5499165574917,26.59346909990501,28.26069489971792,18.69766094967438,8.44927847533243e-17,2,,10,15,800,100,100,80,40,0.2,200
fixed,NA,cat,130.6965289759814,40.97346252310311,3.189784824806726,28.00816209447286,0.003493499542334638,2,,10,15,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),86.68498930889405,NA,NA,NA,NA,2,,10,15,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),55.94489610396707,NA,NA,NA,NA,2,,10,15,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,31.922843873188032,NA,NA,NA,NA,2,,10,15,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.9999999821407805,NA,NA,NA,NA,2,,10,15,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,207.66791738961473,NA,NA,NA,NA,2,,10,15,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),825.5901812841311,34.5955315641279,23.864069836700683,13.780619654227603,1.3217676288042585e-12,3,,10,20,800,100,100,80,40,0.2,200
fixed,NA,cat,129.54997057597387,34.43115029047765,3.7625803809349487,38.27646134621008,5.632130527683314e-4,3,,10,20,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),87.2743936398372,NA,NA,NA,NA,3,,10,20,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),95.36699890057724,NA,NA,NA,NA,3,,10,20,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,18.985964612893873,NA,NA,NA,NA,3,,10,20,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,1,NA,NA,NA,NA,3,,10,20,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,196.92014792222986,NA,NA,NA,NA,3,,10,20,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),782.6988581716283,31.514844927958144,24.83587845540256,15.19790839811411,1.0145578882116109e-13,4,,10,25,800,100,100,80,40,0.2,200
fixed,NA,cat,138.64276447506077,34.81814978937988,3.981910736605227,45.13155958795015,2.460053450388919e-4,4,,10,25,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),100.09225285162526,NA,NA,NA,NA,4,,10,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),84.39014910740528,NA,NA,NA,NA,4,,10,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,29.70532914660296,NA,NA,NA,NA,4,,10,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.9999999999999999,NA,NA,NA,NA,4,,10,25,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,200.8065519074874,NA,NA,NA,NA,4,,10,25,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),829.7659395434388,23.79652285025253,34.869209454045645,25.55219319213855,4.4815086021865816e-23,5,,20,10,800,100,100,80,40,0.2,200
fixed,NA,cat,124.79177919210039,41.85947421605828,2.981207517036306,20.14287700977492,0.007342334740814052,5,,20,10,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),80.88383844295274,NA,NA,NA,NA,5,,20,10,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),51.457404601802985,NA,NA,NA,NA,5,,20,10,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,18.270457172835577,NA,NA,NA,NA,5,,20,10,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-0.9999794498152352,NA,NA,NA,NA,5,,20,10,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,206.6606002910326,NA,NA,NA,NA,5,,20,10,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),777.7497887220219,27.653142738699103,28.125186206542896,33.85986803582622,4.630095035410165e-25,6,,20,15,800,100,100,80,40,0.2,200
fixed,NA,cat,152.00669226407942,37.020782936357094,4.10598264562357,32.45538201786775,2.546627553539214e-4,6,,20,15,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),85.01349297375927,NA,NA,NA,NA,6,,20,15,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),94.94053544091824,NA,NA,NA,NA,6,,20,15,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,47.852734483001484,NA,NA,NA,NA,6,,20,15,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,1.0000000000000002,NA,NA,NA,NA,6,,20,15,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,209.42956847084994,NA,NA,NA,NA,6,,20,15,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),842.4844102260472,25.58860435633007,32.92420323102282,36.38240522133639,1.1171968954448228e-28,7,,20,20,800,100,100,80,40,0.2,200
fixed,NA,cat,113.81417229414195,32.22713754202272,3.531625238069421,39.66999264472498,0.0010642078967762262,7,,20,20,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),91.41063002734836,NA,NA,NA,NA,7,,20,20,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),88.96305667726502,NA,NA,NA,NA,7,,20,20,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,6.880106402827286,NA,NA,NA,NA,7,,20,20,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,1,NA,NA,NA,NA,7,,20,20,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,200.31538770002572,NA,NA,NA,NA,7,,20,20,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),777.5854952119303,25.2545116712953,30.789963604631758,37.95921895813664,1.8615767661885282e-28,8,,20,25,800,100,100,80,40,0.2,200
fixed,NA,cat,102.85038844408882,31.626613068112558,3.252020322966149,50.71458668482472,0.002040272091729849,8,,20,25,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),101.01688491068049,NA,NA,NA,NA,8,,20,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),88.66814751342959,NA,NA,NA,NA,8,,20,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,20.731276772256173,NA,NA,NA,NA,8,,20,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.9999996041561886,NA,NA,NA,NA,8,,20,25,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,201.49471417701076,NA,NA,NA,NA,8,,20,25,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),761.4180342019347,32.07027394087236,23.742174314000355,30.129177776981546,4.632295280625878e-21,9,"Model failed to converge with max|grad| = 0.00227303 (tol = 0.002, component 1)",30,10,800,100,100,80,40,0.2,200
fixed,NA,cat,214.00743125251924,56.788601569780234,3.7684927139745277,20.211645227090216,0.0011903456097427769,9,"Model failed to converge with max|grad| = 0.00227303 (tol = 0.002, component 1)",30,10,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),83.09576499294609,NA,NA,NA,NA,9,"Model failed to converge with max|grad| = 0.00227303 (tol = 0.002, component 1)",30,10,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,30.784512493801792,NA,NA,NA,NA,9,"Model failed to converge with max|grad| = 0.00227303 (tol = 0.002, component 1)",30,10,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-0.07190779836546453,NA,NA,NA,NA,9,"Model failed to converge with max|grad| = 0.00227303 (tol = 0.002, component 1)",30,10,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),121.03053397787801,NA,NA,NA,NA,9,"Model failed to converge with max|grad| = 0.00227303 (tol = 0.002, component 1)",30,10,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,198.8759777881718,NA,NA,NA,NA,9,"Model failed to converge with max|grad| = 0.00227303 (tol = 0.002, component 1)",30,10,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),817.3701044195253,25.88896958588918,31.572137381050272,52.19924238858445,1.0989849447302909e-35,10,"Model failed to converge with max|grad| = 0.00846433 (tol = 0.002, component 1)",30,15,800,100,100,80,40,0.2,200
fixed,NA,cat,184.31464651794403,37.39989677833979,4.928212706316616,33.70707772436801,2.1703078382619052e-5,10,"Model failed to converge with max|grad| = 0.00846433 (tol = 0.002, component 1)",30,15,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),91.83297415800634,NA,NA,NA,NA,10,"Model failed to converge with max|grad| = 0.00846433 (tol = 0.002, component 1)",30,15,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),102.4858370301652,NA,NA,NA,NA,10,"Model failed to converge with max|grad| = 0.00846433 (tol = 0.002, component 1)",30,15,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,59.55926453305575,NA,NA,NA,NA,10,"Model failed to converge with max|grad| = 0.00846433 (tol = 0.002, component 1)",30,15,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.4039649364204866,NA,NA,NA,NA,10,"Model failed to converge with max|grad| = 0.00846433 (tol = 0.002, component 1)",30,15,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,187.39160483546843,NA,NA,NA,NA,10,"Model failed to converge with max|grad| = 0.00846433 (tol = 0.002, component 1)",30,15,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),791.5614901131861,19.697406958609225,40.186075851330024,57.261013795752326,1.18188925635621e-43,11,,30,20,800,100,100,80,40,0.2,200
fixed,NA,cat,91.21933819746127,31.334162994167663,2.911178390641558,45.467130066753114,0.00556034697788151,11,,30,20,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),85.35672519981344,NA,NA,NA,NA,11,,30,20,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),71.64085938537299,NA,NA,NA,NA,11,,30,20,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,58.532069355893924,NA,NA,NA,NA,11,,30,20,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.2609849611919732,NA,NA,NA,NA,11,,30,20,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,204.24442128879429,NA,NA,NA,NA,11,,30,20,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),778.7440171739046,19.556056429160403,39.82111730935204,60.276184284223625,5.383440098012732e-45,12,,30,25,800,100,100,80,40,0.2,200
fixed,NA,cat,82.16285406837599,27.93822653941932,2.9408757908254723,51.04604281231532,0.004908865767642592,12,,30,25,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),88.3221788496967,NA,NA,NA,NA,12,,30,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),76.88072492492472,NA,NA,NA,NA,12,,30,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,34.14963188241839,NA,NA,NA,NA,12,,30,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.44582032201889776,NA,NA,NA,NA,12,,30,25,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,210.00595953192058,NA,NA,NA,NA,12,,30,25,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),785.8551634160619,19.564372587594512,40.16766496843152,32.75078421227545,1.9335030431937228e-29,13,,40,10,800,100,100,80,40,0.2,200
fixed,NA,cat,98.07896682771643,33.82188656192289,2.899866825824405,20.832495393717263,0.008613541178524269,13,,40,10,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),65.34457591524952,NA,NA,NA,NA,13,,40,10,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,39.92626793331944,NA,NA,NA,NA,13,,40,10,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.19412262102216604,NA,NA,NA,NA,13,,40,10,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),67.37132040119891,NA,NA,NA,NA,13,,40,10,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,198.13549722869624,NA,NA,NA,NA,13,,40,10,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),828.9680338499826,18.53808919490691,44.717016146288174,56.211346541165796,1.2508205507939449e-45,14,,40,15,800,100,100,80,40,0.2,200
fixed,NA,cat,132.61002642816084,26.18034129297338,5.065252012728819,29.843847602546287,1.9639044915092515e-5,14,,40,15,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),83.1043100237694,NA,NA,NA,NA,14,,40,15,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,7.483049314185209,NA,NA,NA,NA,14,,40,15,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.9999998284268508,NA,NA,NA,NA,14,,40,15,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),63.508505711695165,NA,NA,NA,NA,14,,40,15,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,209.4514238502228,NA,NA,NA,NA,14,,40,15,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),802.0385138622673,20.08397333763517,39.93425505894965,69.65086249104048,9.705049095186613e-50,15,,40,20,800,100,100,80,40,0.2,200
fixed,NA,cat,101.50528273846611,31.203394719406628,3.2530205014948566,42.972150943942616,0.002226642362895402,15,,40,20,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),90.82695993512736,NA,NA,NA,NA,15,,40,20,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),83.00995403479084,NA,NA,NA,NA,15,,40,20,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,44.386100884642055,NA,NA,NA,NA,15,,40,20,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.39119373179319195,NA,NA,NA,NA,15,,40,20,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,199.4442559872957,NA,NA,NA,NA,15,,40,20,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),832.5286613140663,19.725585716753688,42.205522982618874,79.81494303415548,2.3864447240563196e-56,16,,40,25,800,100,100,80,40,0.2,200
fixed,NA,cat,54.29854675951141,29.97953344216081,1.8111871842258322,53.18248889676931,0.07576107995811855,16,,40,25,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),98.39025321976048,NA,NA,NA,NA,16,,40,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),83.58226468906297,NA,NA,NA,NA,16,,40,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,40.48555050330162,NA,NA,NA,NA,16,,40,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-0.17178906451100867,NA,NA,NA,NA,16,,40,25,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,204.13730199164013,NA,NA,NA,NA,16,,40,25,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),845.1309582185776,26.37600261109984,32.04166191062327,27.461923656635015,2.7031841824055764e-23,17,,50,10,800,100,100,80,40,0.2,200
fixed,NA,cat,62.849339973731226,48.60621951396869,1.2930308220261664,20.314994956795818,0.21051239109257175,17,,50,10,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),74.46581374391927,NA,NA,NA,NA,17,,50,10,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,34.2075384970749,NA,NA,NA,NA,17,,50,10,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.6825863674910841,NA,NA,NA,NA,17,,50,10,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),104.27465643114766,NA,NA,NA,NA,17,,50,10,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,202.80573640348194,NA,NA,NA,NA,17,,50,10,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),798.1604391104031,22.616593432715735,35.29092219325279,41.993008409675184,7.625456005506713e-33,18,,50,15,800,100,100,80,40,0.2,200
fixed,NA,cat,108.16745170940673,41.63520200593563,2.597980710985528,31.432748001830895,0.014149340303314684,18,,50,15,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),66.89304203008432,NA,NA,NA,NA,18,,50,15,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,47.65667730498541,NA,NA,NA,NA,18,,50,15,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.37646932020935847,NA,NA,NA,NA,18,,50,15,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),108.8478211816231,NA,NA,NA,NA,18,,50,15,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,201.5754617771391,NA,NA,NA,NA,18,,50,15,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),754.835779149302,22.48378170336231,33.572456320211515,68.79368772748737,2.1722870682314485e-44,19,,50,20,800,100,100,80,40,0.2,200
fixed,NA,cat,100.32460089455677,37.811986366890984,2.6532486265361404,41.230094176507976,0.01127066077329975,19,,50,20,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),87.9703285694458,NA,NA,NA,NA,19,,50,20,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,36.58336436246731,NA,NA,NA,NA,19,,50,20,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.7108260019987245,NA,NA,NA,NA,19,,50,20,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),115.0132598581131,NA,NA,NA,NA,19,,50,20,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,200.21796588911945,NA,NA,NA,NA,19,,50,20,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),773.8642332969122,19.764412094063836,39.15442713974474,85.08554402116447,3.372837444241236e-56,20,,50,25,800,100,100,80,40,0.2,200
fixed,NA,cat,72.4785195127448,32.67184695846798,2.2183783979178933,52.335796681889015,0.030891172012919424,20,,50,25,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),110.33875058420513,NA,NA,NA,NA,20,,50,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),81.00048529415771,NA,NA,NA,NA,20,,50,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,38.60565464587468,NA,NA,NA,NA,20,,50,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.05287830962417233,NA,NA,NA,NA,20,,50,25,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,199.48443207764416,NA,NA,NA,NA,20,,50,25,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),839.5126314210746,43.20476086515179,19.431021364550844,18.011176493886424,1.5651187157442085e-13,21,,10,10,800,100,100,80,40,0.2,200
fixed,NA,cat,119.96469938240617,56.659736410821225,2.1172830475698183,18.70101629455743,0.04787314362210676,21,,10,10,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),110.06446148648092,NA,NA,NA,NA,21,,10,10,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),104.95880157625976,NA,NA,NA,NA,21,,10,10,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,38.76342294144495,NA,NA,NA,NA,21,,10,10,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-0.7725211374441531,NA,NA,NA,NA,21,,10,10,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,178.49766075052636,NA,NA,NA,NA,21,,10,10,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),767.2696997166206,30.085051987926583,25.50335296161473,13.324515645790385,1.064421543113741e-12,22,,10,15,800,100,100,80,40,0.2,200
fixed,NA,cat,119.64771124597078,37.62219674389465,3.1802425589459307,16.362838821136133,0.005685236673040973,22,,10,15,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),65.67420638157904,NA,NA,NA,NA,22,,10,15,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),78.38299939785458,NA,NA,NA,NA,22,,10,15,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,50.25396633231634,NA,NA,NA,NA,22,,10,15,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.4620991940824911,NA,NA,NA,NA,22,,10,15,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,209.96488815573332,NA,NA,NA,NA,22,,10,15,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),776.7691878625959,31.005886020171015,25.05231385283637,24.910581625216302,3.4906978415559466e-19,23,,10,20,800,100,100,80,40,0.2,200
fixed,NA,cat,156.87661527070532,45.807431645279785,3.4246979067832246,39.88367976039619,0.001438039891434786,23,,10,20,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),129.1562243512064,NA,NA,NA,NA,23,,10,20,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),67.38911105097262,NA,NA,NA,NA,23,,10,20,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,26.33967305221181,NA,NA,NA,NA,23,,10,20,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.9999998193403283,NA,NA,NA,NA,23,,10,20,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,189.9499743146382,NA,NA,NA,NA,23,,10,20,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),763.4832821278599,20.182867588769184,37.82828573639865,19.621843195465324,8.279249318494723e-20,24,,10,25,800,100,100,80,40,0.2,200
fixed,NA,cat,145.1838163310022,29.534039286178842,4.915813069936032,47.326631343236116,1.1027392723319117e-5,24,,10,25,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),82.5033868572913,NA,NA,NA,NA,24,,10,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),43.93075568069795,NA,NA,NA,NA,24,,10,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,12.178430935582291,NA,NA,NA,NA,24,,10,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.9999988932306696,NA,NA,NA,NA,24,,10,25,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,197.76354287329173,NA,NA,NA,NA,24,,10,25,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),830.5940050619693,35.02206147369277,23.716308238619238,33.42496268901744,1.7361340132744385e-22,25,,20,10,800,100,100,80,40,0.2,200
fixed,NA,cat,103.2243642463311,54.237796747217196,1.9031813686574075,20.073730626508457,0.0714569828359982,25,,20,10,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),113.07283208721095,NA,NA,NA,NA,25,,20,10,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),99.65245007532486,NA,NA,NA,NA,25,,20,10,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,20.823831408742375,NA,NA,NA,NA,25,,20,10,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-0.9999999152238553,NA,NA,NA,NA,25,,20,10,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,190.51612189547632,NA,NA,NA,NA,25,,20,10,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),819.0046437633762,25.339901692593287,32.320750636643815,37.07886280475996,9.154875637007358e-29,26,"Model failed to converge with max|grad| = 0.00233842 (tol = 0.002, component 1)",20,15,800,100,100,80,40,0.2,200
fixed,NA,cat,85.97083638555483,37.23953699377049,2.3085903672737986,29.830316743352306,0.028079542122199833,26,"Model failed to converge with max|grad| = 0.00233842 (tol = 0.002, component 1)",20,15,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),90.17059698564692,NA,NA,NA,NA,26,"Model failed to converge with max|grad| = 0.00233842 (tol = 0.002, component 1)",20,15,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),76.93450540952347,NA,NA,NA,NA,26,"Model failed to converge with max|grad| = 0.00233842 (tol = 0.002, component 1)",20,15,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,6.518080807798098,NA,NA,NA,NA,26,"Model failed to converge with max|grad| = 0.00233842 (tol = 0.002, component 1)",20,15,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.9999164785189942,NA,NA,NA,NA,26,"Model failed to converge with max|grad| = 0.00233842 (tol = 0.002, component 1)",20,15,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,212.3301574929316,NA,NA,NA,NA,26,"Model failed to converge with max|grad| = 0.00233842 (tol = 0.002, component 1)",20,15,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),807.9730063931403,24.233771803035182,33.34078627793074,37.48008950107936,1.82351580186835e-29,27,,20,20,800,100,100,80,40,0.2,200
fixed,NA,cat,122.77011339322408,33.54121245158409,3.660276549944034,39.69990078083378,7.33233832178599e-4,27,,20,20,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),89.838276948926,NA,NA,NA,NA,27,,20,20,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),81.40617729407741,NA,NA,NA,NA,27,,20,20,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,45.01184062952589,NA,NA,NA,NA,27,,20,20,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.5531992576959471,NA,NA,NA,NA,27,,20,20,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,208.14324027660243,NA,NA,NA,NA,27,,20,20,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),778.2800580809923,23.54644070594877,33.05298103438486,37.71814020254263,1.8631779572584742e-29,28,,20,25,800,100,100,80,40,0.2,200
fixed,NA,cat,75.44364585601288,30.873977606358864,2.4435998113982684,49.48547251288503,0.018152407788330438,28,,20,25,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),94.0900547432102,NA,NA,NA,NA,28,,20,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),82.18295159521436,NA,NA,NA,NA,28,,20,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,41.538059690652354,NA,NA,NA,NA,28,,20,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.33436490952561715,NA,NA,NA,NA,28,,20,25,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,199.18389804920906,NA,NA,NA,NA,28,,20,25,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),786.9407803245301,26.06110729443127,30.19598405523941,38.48466734750945,2.0835492322619115e-28,29,,30,10,800,100,100,80,40,0.2,200
