effect,group,term,estimate,std.error,statistic,df,p.value,rep,warnings,nsubj,nitem,b0,b1,I0i_sd,S0s_sd,S1s_sd,scor,err_sd
fixed,NA,(Intercept),808.8675221093998,11.629139704156783,69.55523303415762,40.518657388412834,8.811664202433996e-44,3,,50,10,800,50,20,60,40,0.2,200
fixed,NA,cat,56.15866606021037,15.910791335661576,3.529596038026054,20.337495116179436,0.0020644206873864073,3,,50,10,800,50,20,60,40,0.2,200
ran_pars,subj_id,sd__(Intercept),60.61896806071983,NA,NA,NA,NA,3,,50,10,800,50,20,60,40,0.2,200
ran_pars,subj_id,sd__cat,17.576209761357035,NA,NA,NA,NA,3,,50,10,800,50,20,60,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.9999990537309799,NA,NA,NA,NA,3,,50,10,800,50,20,60,40,0.2,200
ran_pars,item_id,sd__(Intercept),21.522211708838736,NA,NA,NA,NA,3,,50,10,800,50,20,60,40,0.2,200
ran_pars,Residual,sd__Observation,196.42663933861195,NA,NA,NA,NA,3,,50,10,800,50,20,60,40,0.2,200
fixed,NA,(Intercept),801.4107275747538,13.72131082137064,58.40628042085995,45.49434749190943,1.9605246729634786e-44,4,,50,10,800,50,20,80,40,0.2,200
fixed,NA,cat,25.500722260155822,14.179215490969987,1.7984579101993279,19.74076117454171,0.0874147946922593,4,,50,10,800,50,20,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),83.24545413211253,NA,NA,NA,NA,4,,50,10,800,50,20,80,40,0.2,200
ran_pars,subj_id,sd__cat,10.80999538770902,NA,NA,NA,NA,4,,50,10,800,50,20,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.9999998658591763,NA,NA,NA,NA,4,,50,10,800,50,20,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),13.090714958799133,NA,NA,NA,NA,4,,50,10,800,50,20,80,40,0.2,200
ran_pars,Residual,sd__Observation,202.75580651809446,NA,NA,NA,NA,4,,50,10,800,50,20,80,40,0.2,200
fixed,NA,(Intercept),812.769853047813,15.03999293506013,54.04057412508109,49.5047160598748,1.106427122998388e-45,5,,50,10,800,50,20,100,40,0.2,200
fixed,NA,cat,11.659170484464461,15.854339493135166,0.7353930127150874,18.09168720859505,0.4715269740443565,5,,50,10,800,50,20,100,40,0.2,200
ran_pars,subj_id,sd__(Intercept),91.544896700395185,NA,NA,NA,NA,5,,50,10,800,50,20,100,40,0.2,200
ran_pars,subj_id,sd__cat,29.14788137055064,NA,NA,NA,NA,5,,50,10,800,50,20,100,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.3397231574732066,NA,NA,NA,NA,5,,50,10,800,50,20,100,40,0.2,200
ran_pars,item_id,sd__(Intercept),20.08348803113001,NA,NA,NA,NA,5,,50,10,800,50,20,100,40,0.2,200
ran_pars,Residual,sd__Observation,196.0221943406174,NA,NA,NA,NA,5,,50,10,800,50,20,100,40,0.2,200
fixed,NA,(Intercept),797.8413406713545,9.499183482123227,83.99051794007705,19.6673141112867,1.3062081825594389e-26,6,"Model failed to converge with max|grad| = 0.00732306 (tol = 0.002, component 1)",50,10,800,50,40,20,40,0.2,200
fixed,NA,cat,18.2039251691161,19.694224760216166,0.9243280906334235,22.042434592414466,0.36532454864953134,6,"Model failed to converge with max|grad| = 0.00732306 (tol = 0.002, component 1)",50,10,800,50,40,20,40,0.2,200
ran_pars,subj_id,sd__(Intercept),13.395991651320445,NA,NA,NA,NA,6,"Model failed to converge with max|grad| = 0.00732306 (tol = 0.002, component 1)",50,10,800,50,40,20,40,0.2,200
ran_pars,subj_id,sd__cat,45.43167891654487,NA,NA,NA,NA,6,"Model failed to converge with max|grad| = 0.00732306 (tol = 0.002, component 1)",50,10,800,50,40,20,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.6459998640249831,NA,NA,NA,NA,6,"Model failed to converge with max|grad| = 0.00732306 (tol = 0.002, component 1)",50,10,800,50,40,20,40,0.2,200
ran_pars,item_id,sd__(Intercept),31.480424743846783,NA,NA,NA,NA,6,"Model failed to converge with max|grad| = 0.00732306 (tol = 0.002, component 1)",50,10,800,50,40,20,40,0.2,200
ran_pars,Residual,sd__Observation,192.59952720073665,NA,NA,NA,NA,6,"Model failed to converge with max|grad| = 0.00732306 (tol = 0.002, component 1)",50,10,800,50,40,20,40,0.2,200
fixed,NA,(Intercept),794.2498395187954,10.514527395262169,75.53832993736677,33.15406850589378,1.0838653592504659e-38,7,"Model failed to converge with max|grad| = 0.0113261 (tol = 0.002, component 1)",50,10,800,50,40,40,40,0.2,200
fixed,NA,cat,30.521505054548353,17.776347611375577,1.716972784387767,22.275055985758357,0.09985891458484682,7,"Model failed to converge with max|grad| = 0.0113261 (tol = 0.002, component 1)",50,10,800,50,40,40,40,0.2,200
ran_pars,subj_id,sd__(Intercept),47.45783673806885,NA,NA,NA,NA,7,"Model failed to converge with max|grad| = 0.0113261 (tol = 0.002, component 1)",50,10,800,50,40,40,40,0.2,200
ran_pars,subj_id,sd__cat,51.94087525550462,NA,NA,NA,NA,7,"Model failed to converge with max|grad| = 0.0113261 (tol = 0.002, component 1)",50,10,800,50,40,40,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.35191393577520724,NA,NA,NA,NA,7,"Model failed to converge with max|grad| = 0.0113261 (tol = 0.002, component 1)",50,10,800,50,40,40,40,0.2,200
ran_pars,item_id,sd__(Intercept),22.623533524976786,NA,NA,NA,NA,7,"Model failed to converge with max|grad| = 0.0113261 (tol = 0.002, component 1)",50,10,800,50,40,40,40,0.2,200
ran_pars,Residual,sd__Observation,199.7977665810797,NA,NA,NA,NA,7,"Model failed to converge with max|grad| = 0.0113261 (tol = 0.002, component 1)",50,10,800,50,40,40,40,0.2,200
fixed,NA,(Intercept),788.9518560718816,13.293820344576924,59.347263286413096,31.511602659389318,6.561989834280587e-34,8,,50,10,800,50,40,60,40,0.2,200
fixed,NA,cat,22.356732528602162,24.28820228218301,0.9204770393814733,24.139083112573488,0.36643152145256697,8,,50,10,800,50,40,60,40,0.2,200
ran_pars,subj_id,sd__(Intercept),49.413535628808646,NA,NA,NA,NA,8,,50,10,800,50,40,60,40,0.2,200
ran_pars,subj_id,sd__cat,62.589908512418425,NA,NA,NA,NA,8,,50,10,800,50,40,60,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-0.3505811654046134,NA,NA,NA,NA,8,,50,10,800,50,40,60,40,0.2,200
ran_pars,item_id,sd__(Intercept),41.917524126374005,NA,NA,NA,NA,8,,50,10,800,50,40,60,40,0.2,200
ran_pars,Residual,sd__Observation,200.09439732995506,NA,NA,NA,NA,8,,50,10,800,50,40,60,40,0.2,200
fixed,NA,(Intercept),772.5021730767612,16.908926314271813,45.6860570990092,43.63149434515152,1.7476465294004076e-38,9,,50,10,800,50,40,80,40,0.2,200
fixed,NA,cat,76.46793981249786,25.624590621456893,2.9841623986167027,19.81368379771696,0.007384284275879907,9,,50,10,800,50,40,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),78.81188979641472,NA,NA,NA,NA,9,,50,10,800,50,40,80,40,0.2,200
ran_pars,subj_id,sd__cat,22.22341779961564,NA,NA,NA,NA,9,,50,10,800,50,40,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.836744671221548,NA,NA,NA,NA,9,,50,10,800,50,40,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),49.552402919506655,NA,NA,NA,NA,9,,50,10,800,50,40,80,40,0.2,200
ran_pars,Residual,sd__Observation,197.26499405869436,NA,NA,NA,NA,9,,50,10,800,50,40,80,40,0.2,200
fixed,NA,(Intercept),797.5046962597712,17.381261211049747,45.88301657607996,52.61891288313515,4.077384390136678e-44,10,,50,10,800,50,40,100,40,0.2,200
fixed,NA,cat,65.59890501105566,23.352711868706162,2.809048704059145,22.686536301125674,0.01004018419806262,10,,50,10,800,50,40,100,40,0.2,200
ran_pars,subj_id,sd__(Intercept),94.95085896313584,NA,NA,NA,NA,10,,50,10,800,50,40,100,40,0.2,200
ran_pars,subj_id,sd__cat,53.93024935174616,NA,NA,NA,NA,10,,50,10,800,50,40,100,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-0.38532174662702234,NA,NA,NA,NA,10,,50,10,800,50,40,100,40,0.2,200
ran_pars,item_id,sd__(Intercept),40.762271721715926,NA,NA,NA,NA,10,,50,10,800,50,40,100,40,0.2,200
ran_pars,Residual,sd__Observation,196.76582308481443,NA,NA,NA,NA,10,,50,10,800,50,40,100,40,0.2,200
fixed,NA,(Intercept),799.4871703402503,13.63756067442103,58.62391298759093,21.266895853148363,5.276303864127765e-25,11,,50,10,800,50,60,20,40,0.2,200
fixed,NA,cat,65.52829601915379,27.032246678675683,2.424078797373716,20.72535922016511,0.024589198672788075,11,,50,10,800,50,60,20,40,0.2,200
ran_pars,subj_id,sd__(Intercept),19.821925323658153,NA,NA,NA,NA,11,,50,10,800,50,60,20,40,0.2,200
ran_pars,subj_id,sd__cat,30.201666995074184,NA,NA,NA,NA,11,,50,10,800,50,60,20,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,1,NA,NA,NA,NA,11,,50,10,800,50,60,20,40,0.2,200
ran_pars,item_id,sd__(Intercept),52.6727972403387,NA,NA,NA,NA,11,,50,10,800,50,60,20,40,0.2,200
ran_pars,Residual,sd__Observation,198.5036730685206,NA,NA,NA,NA,11,,50,10,800,50,60,20,40,0.2,200
fixed,NA,(Intercept),773.8885628419001,14.536409236652808,53.23794550930638,22.735373266692008,2.2763769732826105e-25,12,"Model failed to converge with max|grad| = 0.00689269 (tol = 0.002, component 1)",50,10,800,50,60,40,40,0.2,200
fixed,NA,cat,15.551204795540157,27.91494554925091,0.5570924280723689,19.63923618970386,0.5837581657418921,12,"Model failed to converge with max|grad| = 0.00689269 (tol = 0.002, component 1)",50,10,800,50,60,40,40,0.2,200
ran_pars,subj_id,sd__(Intercept),29.196567079322513,NA,NA,NA,NA,12,"Model failed to converge with max|grad| = 0.00689269 (tol = 0.002, component 1)",50,10,800,50,60,40,40,0.2,200
ran_pars,subj_id,sd__cat,10.513261561588974,NA,NA,NA,NA,12,"Model failed to converge with max|grad| = 0.00689269 (tol = 0.002, component 1)",50,10,800,50,60,40,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.8014654009104574,NA,NA,NA,NA,12,"Model failed to converge with max|grad| = 0.00689269 (tol = 0.002, component 1)",50,10,800,50,60,40,40,0.2,200
ran_pars,item_id,sd__(Intercept),55.55853401740583,NA,NA,NA,NA,12,"Model failed to converge with max|grad| = 0.00689269 (tol = 0.002, component 1)",50,10,800,50,60,40,40,0.2,200
ran_pars,Residual,sd__Observation,199.80207156817954,NA,NA,NA,NA,12,"Model failed to converge with max|grad| = 0.00689269 (tol = 0.002, component 1)",50,10,800,50,60,40,40,0.2,200
fixed,NA,(Intercept),822.9617472408114,19.586454668949123,42.01688162306741,32.59582736074024,5.765229185585144e-30,13,,50,10,800,50,60,60,40,0.2,200
fixed,NA,cat,109.156991496307,34.48659211372223,3.1652008739034954,21.148144298782196,0.004636943109771992,13,,50,10,800,50,60,60,40,0.2,200
ran_pars,subj_id,sd__(Intercept),69.59386460853034,NA,NA,NA,NA,13,,50,10,800,50,60,60,40,0.2,200
ran_pars,subj_id,sd__cat,45.97428026359569,NA,NA,NA,NA,13,,50,10,800,50,60,60,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.42888830354736646,NA,NA,NA,NA,13,,50,10,800,50,60,60,40,0.2,200
ran_pars,item_id,sd__(Intercept),70.55022825723212,NA,NA,NA,NA,13,,50,10,800,50,60,60,40,0.2,200
ran_pars,Residual,sd__Observation,194.66985210456073,NA,NA,NA,NA,13,,50,10,800,50,60,60,40,0.2,200
fixed,NA,(Intercept),796.1821286596175,18.79082649878196,42.37078814554681,36.48519482691848,1.2470255654063818e-32,14,"Model failed to converge with max|grad| = 0.00383212 (tol = 0.002, component 1)",50,10,800,50,60,80,40,0.2,200
fixed,NA,cat,61.021430924201425,31.7481148164653,1.9220489555667826,21.20745759543704,0.06813719847614863,14,"Model failed to converge with max|grad| = 0.00383212 (tol = 0.002, component 1)",50,10,800,50,60,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),74.65753296316937,NA,NA,NA,NA,14,"Model failed to converge with max|grad| = 0.00383212 (tol = 0.002, component 1)",50,10,800,50,60,80,40,0.2,200
ran_pars,subj_id,sd__cat,45.53126981641918,NA,NA,NA,NA,14,"Model failed to converge with max|grad| = 0.00383212 (tol = 0.002, component 1)",50,10,800,50,60,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.5749195714014628,NA,NA,NA,NA,14,"Model failed to converge with max|grad| = 0.00383212 (tol = 0.002, component 1)",50,10,800,50,60,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),63.668573866998024,NA,NA,NA,NA,14,"Model failed to converge with max|grad| = 0.00383212 (tol = 0.002, component 1)",50,10,800,50,60,80,40,0.2,200
ran_pars,Residual,sd__Observation,197.3216942749014,NA,NA,NA,NA,14,"Model failed to converge with max|grad| = 0.00383212 (tol = 0.002, component 1)",50,10,800,50,60,80,40,0.2,200
fixed,NA,(Intercept),814.2213307464606,18.110348433243583,44.95889925849608,51.29444571627518,7.0661439077494684e-43,15,,50,10,800,50,60,100,40,0.2,200
fixed,NA,cat,63.72161462871003,24.313577282472526,2.6208243192023604,19.699249411774446,0.01650130354528548,15,,50,10,800,50,60,100,40,0.2,200
ran_pars,subj_id,sd__(Intercept),94.92473741762062,NA,NA,NA,NA,15,,50,10,800,50,60,100,40,0.2,200
ran_pars,subj_id,sd__cat,1.8387588360245994,NA,NA,NA,NA,15,,50,10,800,50,60,100,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-0.9999048520192627,NA,NA,NA,NA,15,,50,10,800,50,60,100,40,0.2,200
ran_pars,item_id,sd__(Intercept),46.55128021460169,NA,NA,NA,NA,15,,50,10,800,50,60,100,40,0.2,200
ran_pars,Residual,sd__Observation,198.54349754269808,NA,NA,NA,NA,15,,50,10,800,50,60,100,40,0.2,200
fixed,NA,(Intercept),789.7523794039926,17.770013401673495,44.44298164286232,21.83737257964268,6.546877678254157e-23,16,,50,10,800,50,80,20,40,0.2,200
fixed,NA,cat,78.21986723556684,34.66951424323045,2.256156999685682,20.056619026335557,0.0353794426579767,16,,50,10,800,50,80,20,40,0.2,200
ran_pars,subj_id,sd__(Intercept),28.056622032404462,NA,NA,NA,NA,16,,50,10,800,50,80,20,40,0.2,200
ran_pars,subj_id,sd__cat,9.632330633022436,NA,NA,NA,NA,16,,50,10,800,50,80,20,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.9999997313723853,NA,NA,NA,NA,16,,50,10,800,50,80,20,40,0.2,200
ran_pars,item_id,sd__(Intercept),72.31826931800677,NA,NA,NA,NA,16,,50,10,800,50,80,20,40,0.2,200
ran_pars,Residual,sd__Observation,196.29898532771705,NA,NA,NA,NA,16,,50,10,800,50,80,20,40,0.2,200
fixed,NA,(Intercept),791.6455244717392,22.054422640223326,35.89509176394939,25.2031463937955,3.6605029490178643e-23,17,,50,10,800,50,80,40,40,0.2,200
fixed,NA,cat,62.60281595591491,41.767353065968294,1.498845661994396,20.610405176847806,0.14907526898407156,17,,50,10,800,50,80,40,40,0.2,200
ran_pars,subj_id,sd__(Intercept),53.92023634910696,NA,NA,NA,NA,17,,50,10,800,50,80,40,40,0.2,200
ran_pars,subj_id,sd__cat,39.69439582506603,NA,NA,NA,NA,17,,50,10,800,50,80,40,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.18356944174939546,NA,NA,NA,NA,17,,50,10,800,50,80,40,40,0.2,200
ran_pars,item_id,sd__(Intercept),88.16797768909622,NA,NA,NA,NA,17,,50,10,800,50,80,40,40,0.2,200
ran_pars,Residual,sd__Observation,198.92236109972052,NA,NA,NA,NA,17,,50,10,800,50,80,40,40,0.2,200
fixed,NA,(Intercept),791.9042445770882,18.835931094204103,42.04221392701742,31.935530716137706,1.5578337014024349e-29,18,,50,10,800,50,80,60,40,0.2,200
fixed,NA,cat,18.175377270069717,33.038056059420114,0.5501345853212628,20.664949118028765,0.588124716462315,18,,50,10,800,50,80,60,40,0.2,200
ran_pars,subj_id,sd__(Intercept),66.08957808873649,NA,NA,NA,NA,18,,50,10,800,50,80,60,40,0.2,200
ran_pars,subj_id,sd__cat,32.992828007575596,NA,NA,NA,NA,18,,50,10,800,50,80,60,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,1,NA,NA,NA,NA,18,,50,10,800,50,80,60,40,0.2,200
ran_pars,item_id,sd__(Intercept),67.28517813746905,NA,NA,NA,NA,18,,50,10,800,50,80,60,40,0.2,200
ran_pars,Residual,sd__Observation,202.65955121117727,NA,NA,NA,NA,18,,50,10,800,50,80,60,40,0.2,200
fixed,NA,(Intercept),843.84587992092,23.519562440879074,35.87846848945801,35.74806111862308,1.2469783303861749e-29,19,"Model failed to converge with max|grad| = 0.00275491 (tol = 0.002, component 1)",50,10,800,50,80,80,40,0.2,200
fixed,NA,cat,87.84355522215937,40.71673907387274,2.1574310030767454,22.020014821550106,0.042147826016586606,19,"Model failed to converge with max|grad| = 0.00275491 (tol = 0.002, component 1)",50,10,800,50,80,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),89.72072612780698,NA,NA,NA,NA,19,"Model failed to converge with max|grad| = 0.00275491 (tol = 0.002, component 1)",50,10,800,50,80,80,40,0.2,200
ran_pars,subj_id,sd__cat,66.76760701126811,NA,NA,NA,NA,19,"Model failed to converge with max|grad| = 0.00275491 (tol = 0.002, component 1)",50,10,800,50,80,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-0.003979776137463809,NA,NA,NA,NA,19,"Model failed to converge with max|grad| = 0.00275491 (tol = 0.002, component 1)",50,10,800,50,80,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),84.154826007781665,NA,NA,NA,NA,19,"Model failed to converge with max|grad| = 0.00275491 (tol = 0.002, component 1)",50,10,800,50,80,80,40,0.2,200
ran_pars,Residual,sd__Observation,195.1202358864986,NA,NA,NA,NA,19,"Model failed to converge with max|grad| = 0.00275491 (tol = 0.002, component 1)",50,10,800,50,80,80,40,0.2,200
fixed,NA,(Intercept),801.1435875041639,29.932050938534395,26.765409064327596,39.13036235982747,9.085086604378743e-27,20,,50,10,800,50,80,100,40,0.2,200
fixed,NA,cat,-50.15422106117455,49.28169734461941,-1.017704822755063,20.221459585821663,0.3208408340843061,20,,50,10,800,50,80,100,40,0.2,200
ran_pars,subj_id,sd__(Intercept),121.3379345627425,NA,NA,NA,NA,20,,50,10,800,50,80,100,40,0.2,200
ran_pars,subj_id,sd__cat,33.768734603685544,NA,NA,NA,NA,20,,50,10,800,50,80,100,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-9.541256108333805e-4,NA,NA,NA,NA,20,,50,10,800,50,80,100,40,0.2,200
ran_pars,item_id,sd__(Intercept),106.19472395559627,NA,NA,NA,NA,20,,50,10,800,50,80,100,40,0.2,200
ran_pars,Residual,sd__Observation,193.9170345991292,NA,NA,NA,NA,20,,50,10,800,50,80,100,40,0.2,200
fixed,NA,(Intercept),808.5229934066173,15.819653961201075,51.108766057056776,20.846499395403328,2.1640727529552153e-23,21,,50,10,800,50,100,20,40,0.2,200
fixed,NA,cat,50.75136201607737,32.15304050976217,1.5784311906884345,22.10824631903941,0.12866902478075315,21,,50,10,800,50,100,20,40,0.2,200
ran_pars,subj_id,sd__(Intercept),18.699706452674572,NA,NA,NA,NA,21,,50,10,800,50,100,20,40,0.2,200
ran_pars,subj_id,sd__cat,55.111945133121125,NA,NA,NA,NA,21,,50,10,800,50,100,20,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.4426310574689941,NA,NA,NA,NA,21,,50,10,800,50,100,20,40,0.2,200
ran_pars,item_id,sd__(Intercept),64.2506421428758,NA,NA,NA,NA,21,,50,10,800,50,100,20,40,0.2,200
ran_pars,Residual,sd__Observation,191.99119832749128,NA,NA,NA,NA,21,,50,10,800,50,100,20,40,0.2,200
fixed,NA,(Intercept),813.6538207377857,22.1224404250434,36.7795688497685,22.82540243647846,8.053811178921163e-22,22,,50,10,800,50,100,40,40,0.2,200
fixed,NA,cat,30.700282558163757,43.39088115580803,0.7075284423915048,21.22153194028924,0.48693632816940646,22,,50,10,800,50,100,40,40,0.2,200
ran_pars,subj_id,sd__(Intercept),41.309227828348504,NA,NA,NA,NA,22,,50,10,800,50,100,40,40,0.2,200
ran_pars,subj_id,sd__cat,55.53164428549251,NA,NA,NA,NA,22,,50,10,800,50,100,40,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.5054738115701647,NA,NA,NA,NA,22,,50,10,800,50,100,40,40,0.2,200
ran_pars,item_id,sd__(Intercept),91.06574522512192,NA,NA,NA,NA,22,,50,10,800,50,100,40,40,0.2,200
ran_pars,Residual,sd__Observation,201.55601358869833,NA,NA,NA,NA,22,,50,10,800,50,100,40,40,0.2,200
fixed,NA,(Intercept),777.6036933721318,19.788045900402285,39.29663885388114,24.572957314698506,1.0641905612340086e-23,23,,50,10,800,50,100,60,40,0.2,200
fixed,NA,cat,62.53263126208921,38.467773634557275,1.625584881936433,22.176778541191123,0.11816607689763907,23,,50,10,800,50,100,60,40,0.2,200
ran_pars,subj_id,sd__(Intercept),46.32112880759119,NA,NA,NA,NA,23,,50,10,800,50,100,60,40,0.2,200
ran_pars,subj_id,sd__cat,65.25117780338185,NA,NA,NA,NA,23,,50,10,800,50,100,60,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.3307879013576813,NA,NA,NA,NA,23,,50,10,800,50,100,60,40,0.2,200
ran_pars,item_id,sd__(Intercept),78.42024225759653,NA,NA,NA,NA,23,,50,10,800,50,100,60,40,0.2,200
ran_pars,Residual,sd__Observation,202.89677496017757,NA,NA,NA,NA,23,,50,10,800,50,100,60,40,0.2,200
fixed,NA,(Intercept),739.8753029498257,19.948575026386656,37.08913052542187,31.688104644680823,1.1215823264837978e-27,24,"Model failed to converge with max|grad| = 0.00204905 (tol = 0.002, component 1)",50,10,800,50,100,80,40,0.2,200
fixed,NA,cat,98.87671428615539,35.543871337738906,2.7818217477388987,21.400872021441383,0.011051238474557312,24,"Model failed to converge with max|grad| = 0.00204905 (tol = 0.002, component 1)",50,10,800,50,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),69.07778252558172,NA,NA,NA,NA,24,"Model failed to converge with max|grad| = 0.00204905 (tol = 0.002, component 1)",50,10,800,50,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,51.63497382218743,NA,NA,NA,NA,24,"Model failed to converge with max|grad| = 0.00204905 (tol = 0.002, component 1)",50,10,800,50,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-0.31549482335896084,NA,NA,NA,NA,24,"Model failed to converge with max|grad| = 0.00204905 (tol = 0.002, component 1)",50,10,800,50,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),72.14922109122608,NA,NA,NA,NA,24,"Model failed to converge with max|grad| = 0.00204905 (tol = 0.002, component 1)",50,10,800,50,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,205.51238309848475,NA,NA,NA,NA,24,"Model failed to converge with max|grad| = 0.00204905 (tol = 0.002, component 1)",50,10,800,50,100,80,40,0.2,200
fixed,NA,(Intercept),783.2552004465705,25.169115610878855,31.11969496886191,36.77441142719384,5.090766920126406e-28,25,,50,10,800,50,100,100,40,0.2,200
fixed,NA,cat,33.26210902697548,42.4519075182775,0.7835244862119473,20.644581692074752,0.44221609546098806,25,,50,10,800,50,100,100,40,0.2,200
ran_pars,subj_id,sd__(Intercept),98.06628222986379,NA,NA,NA,NA,25,,50,10,800,50,100,100,40,0.2,200
ran_pars,subj_id,sd__cat,43.35123195262017,NA,NA,NA,NA,25,,50,10,800,50,100,100,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.6213669576399727,NA,NA,NA,NA,25,,50,10,800,50,100,100,40,0.2,200
ran_pars,item_id,sd__(Intercept),89.67001310550008,NA,NA,NA,NA,25,,50,10,800,50,100,100,40,0.2,200
ran_pars,Residual,sd__Observation,197.7597125529179,NA,NA,NA,NA,25,,50,10,800,50,100,100,40,0.2,200
fixed,NA,(Intercept),802.2937979082382,6.673947232618336,120.21278711750927,49.97066522685332,3.3122085228531623e-63,26,,50,10,800,50,20,20,40,0.2,200
fixed,NA,cat,67.53968517267671,12.873040154399927,5.246599432814793,49.955896161211435,3.1614161650198947e-6,26,,50,10,800,50,20,20,40,0.2,200
ran_pars,subj_id,sd__(Intercept),19.414877561196537,NA,NA,NA,NA,26,,50,10,800,50,20,20,40,0.2,200
ran_pars,subj_id,sd__cat,29.75220480821326,NA,NA,NA,NA,26,,50,10,800,50,20,20,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-0.82344589069832,NA,NA,NA,NA,26,,50,10,800,50,20,20,40,0.2,200
ran_pars,item_id,sd__(Intercept),0,NA,NA,NA,NA,26,,50,10,800,50,20,20,40,0.2,200
ran_pars,Residual,sd__Observation,192.3611765649422,NA,NA,NA,NA,26,,50,10,800,50,20,20,40,0.2,200
fixed,NA,(Intercept),817.9851183207762,9.025421692774225,90.63123543309418,31.515317232508714,1.1291955337299355e-39,27,,50,10,800,50,20,40,40,0.2,200
fixed,NA,cat,48.39940901462487,12.677965657949022,3.8176005772880983,20.252918589032856,0.0010578095364526883,27,,50,10,800,50,20,40,40,0.2,200
ran_pars,subj_id,sd__(Intercept),46.1845145439348,NA,NA,NA,NA,27,,50,10,800,50,20,40,40,0.2,200
