effect,group,term,estimate,std.error,statistic,df,p.value,rep,warnings,nsubj,nitem,b0,b1,I0i_sd,S0s_sd,S1s_sd,scor,err_sd
fixed,NA,(Intercept),803.8051956475983,17.374182787864786,46.264345521276894,78.89570181663133,6.215266708760849e-59,7,,100,25,800,60,100,80,40,0.2,200
fixed,NA,cat,119.24094133616217,30.856166779835483,3.8644120051258657,51.637010705578376,3.125869814531171e-4,7,,100,25,800,60,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),82.40792731860653,NA,NA,NA,NA,7,,100,25,800,60,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,40.36926746701423,NA,NA,NA,NA,7,,100,25,800,60,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.3816083329065769,NA,NA,NA,NA,7,,100,25,800,60,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),106.30150322127588,NA,NA,NA,NA,7,,100,25,800,60,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,199.39121036972745,NA,NA,NA,NA,7,,100,25,800,60,100,80,40,0.2,200
fixed,NA,(Intercept),781.3080432662241,16.728961442630503,46.70391798950607,79.31227703377996,1.8350614588291671e-59,8,,100,25,800,70,100,80,40,0.2,200
fixed,NA,cat,87.25030129258647,29.624793531693346,2.945178375648219,51.47239546670033,0.004836222845740926,8,,100,25,800,70,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),79.93679529730673,NA,NA,NA,NA,8,,100,25,800,70,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,37.13682497924743,NA,NA,NA,NA,8,,100,25,800,70,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.15585189407833613,NA,NA,NA,NA,8,,100,25,800,70,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),101.89118280475205,NA,NA,NA,NA,8,,100,25,800,70,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,203.9972531426017,NA,NA,NA,NA,8,,100,25,800,70,100,80,40,0.2,200
fixed,NA,(Intercept),800.6218927815254,16.05542693300161,49.86612290800334,89.54643691808164,4.086419382863451e-67,9,,100,25,800,80,100,80,40,0.2,200
fixed,NA,cat,94.50935517537286,27.35377465960901,3.455075445763863,51.9718554567553,0.0011037982923832708,9,,100,25,800,80,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),86.41322695841782,NA,NA,NA,NA,9,,100,25,800,80,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,39.76415956533582,NA,NA,NA,NA,9,,100,25,800,80,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-0.10939177962184372,NA,NA,NA,NA,9,,100,25,800,80,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),93.52355349325502,NA,NA,NA,NA,9,,100,25,800,80,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,202.12836153271147,NA,NA,NA,NA,9,,100,25,800,80,100,80,40,0.2,200
fixed,NA,(Intercept),801.1968963627403,16.17302467556574,49.53908823086082,86.63557527905363,2.401298267384848e-65,10,,100,25,800,90,100,80,40,0.2,200
fixed,NA,cat,94.07232055424662,27.85228863059777,3.3775436482767636,51.767130563151404,0.001395224324565677,10,,100,25,800,90,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),84.45408491374593,NA,NA,NA,NA,10,,100,25,800,90,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,38.44837016200725,NA,NA,NA,NA,10,,100,25,800,90,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.45621429095775723,NA,NA,NA,NA,10,,100,25,800,90,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),95.4535358099815,NA,NA,NA,NA,10,,100,25,800,90,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,200.17807819196037,NA,NA,NA,NA,10,,100,25,800,90,100,80,40,0.2,200
fixed,NA,(Intercept),795.3327760012413,15.753103074509868,50.487372058662594,97.90075004073151,6.593081478380988e-72,11,,100,25,800,100,100,80,40,0.2,200
fixed,NA,cat,62.401099971722104,26.014737754686976,2.398682645204814,52.50857574226356,0.020039563178347902,11,,100,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),91.37863513143131,NA,NA,NA,NA,11,,100,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,42.57669888563682,NA,NA,NA,NA,11,,100,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.1610915804339533,NA,NA,NA,NA,11,,100,25,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),88.50772610278888,NA,NA,NA,NA,11,,100,25,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,199.84187866360605,NA,NA,NA,NA,11,,100,25,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),766.908850096074,14.758074352511175,51.96537378642356,89.47677898176148,1.2538482339269226e-68,12,,100,25,800,0,100,80,40,0.2,200
fixed,NA,cat,5.577217179860477,25.323374266662135,0.22023989066902527,53.556005911392965,0.826521728566979,12,,100,25,800,0,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),79.60233274978528,NA,NA,NA,NA,12,,100,25,800,0,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,48.50928265892425,NA,NA,NA,NA,12,,100,25,800,0,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.06331678095073942,NA,NA,NA,NA,12,,100,25,800,0,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),85.5481759544431,NA,NA,NA,NA,12,,100,25,800,0,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,200.81878173481653,NA,NA,NA,NA,12,,100,25,800,0,100,80,40,0.2,200
fixed,NA,(Intercept),796.9743650323171,16.027537201688734,49.72531680964336,85.00967901698706,1.2745036058012608e-64,13,,100,25,800,10,100,80,40,0.2,200
fixed,NA,cat,-6.0786853496687545,27.896286242842212,-0.21790303184992799,52.62744919513751,0.828347367455699,13,,100,25,800,10,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),82.24031987141848,NA,NA,NA,NA,13,,100,25,800,10,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,46.058440745080134,NA,NA,NA,NA,13,,100,25,800,10,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-0.0017839824729577172,NA,NA,NA,NA,13,,100,25,800,10,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),95.16559784247825,NA,NA,NA,NA,13,,100,25,800,10,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,201.46248250804308,NA,NA,NA,NA,13,,100,25,800,10,100,80,40,0.2,200
fixed,NA,(Intercept),796.7570462746322,16.688013663687855,47.744270967870136,94.77057644866218,4.3227051203664035e-68,14,,100,25,800,20,100,80,40,0.2,200
fixed,NA,cat,15.107459823926469,27.734309553796155,0.5447209635640136,51.0498539693,0.5883172500525593,14,,100,25,800,20,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),94.08386576150416,NA,NA,NA,NA,14,,100,25,800,20,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,30.501931304888537,NA,NA,NA,NA,14,,100,25,800,20,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.19963511568661294,NA,NA,NA,NA,14,,100,25,800,20,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),95.41423367280125,NA,NA,NA,NA,14,,100,25,800,20,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,198.67740593483163,NA,NA,NA,NA,14,,100,25,800,20,100,80,40,0.2,200
fixed,NA,(Intercept),794.839161975339,13.346034233631963,59.55620584070937,98.76737622985438,3.2871406759966545e-79,15,,100,25,800,30,100,80,40,0.2,200
fixed,NA,cat,63.14522674455403,21.940292631036815,2.8780485204298767,53.02110307988499,0.005755967500500866,15,,100,25,800,30,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),78.55863714128165,NA,NA,NA,NA,15,,100,25,800,30,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,39.70931937748862,NA,NA,NA,NA,15,,100,25,800,30,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.04558108450527284,NA,NA,NA,NA,15,,100,25,800,30,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),73.63911695645346,NA,NA,NA,NA,15,,100,25,800,30,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,199.3444775732366,NA,NA,NA,NA,15,,100,25,800,30,100,80,40,0.2,200
fixed,NA,(Intercept),802.9496205618132,15.472272346863269,51.896037153495236,77.69676789620536,4.573312203305221e-62,16,,100,25,800,40,100,80,40,0.2,200
fixed,NA,cat,30.950463861511537,27.515930363887282,1.1248198208166655,51.07529328762153,0.2659237771051697,16,,100,25,800,40,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),72.35997945694274,NA,NA,NA,NA,16,,100,25,800,40,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,30.00040427871944,NA,NA,NA,NA,16,,100,25,800,40,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.03492282078302933,NA,NA,NA,NA,16,,100,25,800,40,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),94.69168607997665,NA,NA,NA,NA,16,,100,25,800,40,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,196.2299295721495,NA,NA,NA,NA,16,,100,25,800,40,100,80,40,0.2,200
fixed,NA,(Intercept),789.7615858896146,14.886014222835996,53.05393197045823,87.31312287477132,3.2197379915749268e-68,17,,100,25,800,50,100,80,40,0.2,200
fixed,NA,cat,44.88547199860111,25.96526648405345,1.728673650477167,55.094798608075564,0.08946831928591312,17,,100,25,800,50,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),78.48853864065421,NA,NA,NA,NA,17,,100,25,800,50,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,58.51445439867933,NA,NA,NA,NA,17,,100,25,800,50,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-0.0011909571664408653,NA,NA,NA,NA,17,,100,25,800,50,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),87.1949198053323,NA,NA,NA,NA,17,,100,25,800,50,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,199.12096406302123,NA,NA,NA,NA,17,,100,25,800,50,100,80,40,0.2,200
fixed,NA,(Intercept),812.4752444404662,16.533588916806675,49.14088819606318,75.43898718926536,4.847343253795862e-59,18,,100,25,800,60,100,80,40,0.2,200
fixed,NA,cat,46.08086634657316,29.845622968785435,1.5439740157130457,52.167727323764105,0.12863970917624729,18,,100,25,800,60,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),74.59902759157012,NA,NA,NA,NA,18,,100,25,800,60,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,44.635812101339354,NA,NA,NA,NA,18,,100,25,800,60,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.39326233954435963,NA,NA,NA,NA,18,,100,25,800,60,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),102.41877752879702,NA,NA,NA,NA,18,,100,25,800,60,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,198.96348262980504,NA,NA,NA,NA,18,,100,25,800,60,100,80,40,0.2,200
fixed,NA,(Intercept),780.0503762714553,16.279813006576948,47.91519263497189,88.89827905632691,2.7316653016951606e-65,19,,100,25,800,70,100,80,40,0.2,200
fixed,NA,cat,29.346035339593957,27.83403777743056,1.054321890853702,52.14233465022334,0.2965966424990873,19,,100,25,800,70,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),87.03734309127576,NA,NA,NA,NA,19,,100,25,800,70,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,41.98139656334308,NA,NA,NA,NA,19,,100,25,800,70,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.3120300074120457,NA,NA,NA,NA,19,,100,25,800,70,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),95.13367985329994,NA,NA,NA,NA,19,,100,25,800,70,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,203.3344505574639,NA,NA,NA,NA,19,,100,25,800,70,100,80,40,0.2,200
fixed,NA,(Intercept),799.9613857488426,14.07755125143587,56.82532220703149,99.58730321112613,1.0450513363637257e-77,20,,100,25,800,80,100,80,40,0.2,200
fixed,NA,cat,31.59160328513203,22.855110248345948,1.3822555630602724,50.95051268103165,0.17292306013445244,20,,100,25,800,80,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),83.16185985876167,NA,NA,NA,NA,20,,100,25,800,80,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,25.064047804701076,NA,NA,NA,NA,20,,100,25,800,80,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.28560155747548605,NA,NA,NA,NA,20,,100,25,800,80,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),77.8241741756448,NA,NA,NA,NA,20,,100,25,800,80,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,198.57565513791187,NA,NA,NA,NA,20,,100,25,800,80,100,80,40,0.2,200
fixed,NA,(Intercept),745.5367303386565,16.06090927175303,46.4193351524538,85.10142953019826,3.2347613995225203e-62,21,,100,25,800,90,100,80,40,0.2,200
fixed,NA,cat,107.67945138044828,27.789272177295352,3.874856840202729,51.49892270791948,3.031104018992471e-4,21,,100,25,800,90,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),82.48527766269883,NA,NA,NA,NA,21,,100,25,800,90,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,35.47571401018785,NA,NA,NA,NA,21,,100,25,800,90,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.1409789558502187,NA,NA,NA,NA,21,,100,25,800,90,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),95.35837138251254,NA,NA,NA,NA,21,,100,25,800,90,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,200.62672391836904,NA,NA,NA,NA,21,,100,25,800,90,100,80,40,0.2,200
fixed,NA,(Intercept),795.5264296465219,16.96023112691205,46.905400268054215,85.36801870358585,1.0089175475421454e-62,22,,100,25,800,100,100,80,40,0.2,200
fixed,NA,cat,70.69037508511119,29.34736632346116,2.408746812438811,51.624627722229725,0.01961281039239037,22,,100,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),87.21956778548507,NA,NA,NA,NA,22,,100,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,38.678509275428,NA,NA,NA,NA,22,,100,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-0.18333607320844436,NA,NA,NA,NA,22,,100,25,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),100.87914251929617,NA,NA,NA,NA,22,,100,25,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,200.56023936511784,NA,NA,NA,NA,22,,100,25,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),805.9444776706712,17.84703118239598,45.158461899570256,73.71921483480878,1.8110802669250655e-55,23,,100,25,800,0,100,80,40,0.2,200
fixed,NA,cat,-1.9420975890321879,32.393396519455116,-0.059953502803134134,51.80214199661316,0.9524233674902436,23,,100,25,800,0,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),78.14291683768347,NA,NA,NA,NA,23,,100,25,800,0,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,44.17993666912339,NA,NA,NA,NA,23,,100,25,800,0,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-0.028526783440425797,NA,NA,NA,NA,23,,100,25,800,0,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),111.64053509558552,NA,NA,NA,NA,23,,100,25,800,0,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,202.25214433769375,NA,NA,NA,NA,23,,100,25,800,0,100,80,40,0.2,200
fixed,NA,(Intercept),793.9094123969877,16.617421904903942,47.77572700147297,86.10973919793534,9.24475205766904e-64,24,,100,25,800,10,100,80,40,0.2,200
fixed,NA,cat,-4.950068776467712,28.7325849150339,-0.17228066291653635,52.08329676047872,0.8638845922474354,24,,100,25,800,10,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),86.18595850329967,NA,NA,NA,NA,24,,100,25,800,10,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,42.57624990835208,NA,NA,NA,NA,24,,100,25,800,10,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.3260553126727849,NA,NA,NA,NA,24,,100,25,800,10,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),98.48382725016756,NA,NA,NA,NA,24,,100,25,800,10,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,198.45946358706303,NA,NA,NA,NA,24,,100,25,800,10,100,80,40,0.2,200
fixed,NA,(Intercept),789.7368830334075,16.838439131368368,46.90083664359393,71.16133346157852,2.948980993584866e-55,25,,100,25,800,20,100,80,40,0.2,200
fixed,NA,cat,27.41162380562935,31.07668535735874,0.8820639489191363,53.102543969620974,0.3817176315140335,25,,100,25,800,20,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),70.44800091852167,NA,NA,NA,NA,25,,100,25,800,20,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,54.90453224814792,NA,NA,NA,NA,25,,100,25,800,20,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.10467405419749831,NA,NA,NA,NA,25,,100,25,800,20,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),106.23951037878456,NA,NA,NA,NA,25,,100,25,800,20,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,202.07860767803206,NA,NA,NA,NA,25,,100,25,800,20,100,80,40,0.2,200
fixed,NA,(Intercept),789.4004069179733,16.691553093946666,47.29340657965831,76.74942281944807,1.5924819120072193e-58,26,"Model failed to converge with max|grad| = 0.00239794 (tol = 0.002, component 1)",100,25,800,30,100,80,40,0.2,200
fixed,NA,cat,66.45484189530215,30.007596411268853,2.214600629270865,52.40684812096478,0.03115925458266082,26,"Model failed to converge with max|grad| = 0.00239794 (tol = 0.002, component 1)",100,25,800,30,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),76.85014136263311,NA,NA,NA,NA,26,"Model failed to converge with max|grad| = 0.00239794 (tol = 0.002, component 1)",100,25,800,30,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,47.18244665942971,NA,NA,NA,NA,26,"Model failed to converge with max|grad| = 0.00239794 (tol = 0.002, component 1)",100,25,800,30,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-0.026766481528542607,NA,NA,NA,NA,26,"Model failed to converge with max|grad| = 0.00239794 (tol = 0.002, component 1)",100,25,800,30,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),102.85178238948166,NA,NA,NA,NA,26,"Model failed to converge with max|grad| = 0.00239794 (tol = 0.002, component 1)",100,25,800,30,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,199.7338178620139,NA,NA,NA,NA,26,"Model failed to converge with max|grad| = 0.00239794 (tol = 0.002, component 1)",100,25,800,30,100,80,40,0.2,200
fixed,NA,(Intercept),813.6045753647361,16.706617169225023,48.69954025543024,79.8057948244345,4.031329512230701e-61,27,,100,25,800,40,100,80,40,0.2,200
fixed,NA,cat,60.77736600302365,29.450548897506835,2.063709108259399,50.942150134309806,0.04415750743365875,27,,100,25,800,40,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),80.33635767626986,NA,NA,NA,NA,27,,100,25,800,40,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,30.079587755851335,NA,NA,NA,NA,27,,100,25,800,40,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.01312879105857035,NA,NA,NA,NA,27,,100,25,800,40,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),101.60026521136011,NA,NA,NA,NA,27,,100,25,800,40,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,201.48791243848603,NA,NA,NA,NA,27,,100,25,800,40,100,80,40,0.2,200
fixed,NA,(Intercept),790.9527001806098,15.126306837841216,52.28987542431027,97.27829592047722,5.086741047174385e-73,28,"Model failed to converge with max|grad| = 0.00275804 (tol = 0.002, component 1)",100,25,800,50,100,80,40,0.2,200
fixed,NA,cat,19.599479925210076,25.09109874935872,0.7811327882048609,52.98577801586902,0.4382006637220416,28,"Model failed to converge with max|grad| = 0.00275804 (tol = 0.002, component 1)",100,25,800,50,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),87.39431493717755,NA,NA,NA,NA,28,"Model failed to converge with max|grad| = 0.00275804 (tol = 0.002, component 1)",100,25,800,50,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,44.55698999426485,NA,NA,NA,NA,28,"Model failed to converge with max|grad| = 0.00275804 (tol = 0.002, component 1)",100,25,800,50,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.41950637820611986,NA,NA,NA,NA,28,"Model failed to converge with max|grad| = 0.00275804 (tol = 0.002, component 1)",100,25,800,50,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),85.04996376085475,NA,NA,NA,NA,28,"Model failed to converge with max|grad| = 0.00275804 (tol = 0.002, component 1)",100,25,800,50,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,196.9462998470457,NA,NA,NA,NA,28,"Model failed to converge with max|grad| = 0.00275804 (tol = 0.002, component 1)",100,25,800,50,100,80,40,0.2,200
fixed,NA,(Intercept),800.0244059503934,18.122200087073566,44.14609716846935,71.36494650040574,1.4901207747027721e-53,29,,100,25,800,60,100,80,40,0.2,200
fixed,NA,cat,25.430305021815133,33.12670349482083,0.7676678431281584,51.26751944203375,0.4462059113988398,29,,100,25,800,60,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),75.96334639799407,NA,NA,NA,NA,29,,100,25,800,60,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,38.13022461185117,NA,NA,NA,NA,29,,100,25,800,60,100,80,40,0.2,200
