effect,group,term,estimate,std.error,statistic,df,p.value,warnings,nsubj,nitem,b0,b1,I0i_sd,S0s_sd,S1s_sd,scor,err_sd
ran_pars,subj_id,sd__(Intercept),79.74535336314779,NA,NA,NA,NA,,100,25,800,0,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.2579220693090926,NA,NA,NA,NA,,100,25,800,0,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,47.74918761607882,NA,NA,NA,NA,,100,25,800,0,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),91.4758664798021,NA,NA,NA,NA,,100,25,800,0,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,197.6849289104802,NA,NA,NA,NA,,100,25,800,0,100,80,40,0.2,200
fixed,NA,(Intercept),798.5311549056343,15.416490492121444,51.79720736789748,86.28456265322274,8.886773354176166e-67,,100,25,800,10,100,80,40,0.2,200
fixed,NA,cat,9.372165094403488,26.538008544392316,0.35316007524550663,51.53881969051426,0.725408864686423,,100,25,800,10,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),80.36307466127272,NA,NA,NA,NA,,100,25,800,10,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.1478121128364113,NA,NA,NA,NA,,100,25,800,10,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,34.52844028927853,NA,NA,NA,NA,,100,25,800,10,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),90.77079033253302,NA,NA,NA,NA,,100,25,800,10,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,203.70584002032416,NA,NA,NA,NA,,100,25,800,10,100,80,40,0.2,200
fixed,NA,(Intercept),811.562440792201,16.87791928787129,48.08427075340982,81.93949625823889,8.025065875220228e-62,,100,25,800,20,100,80,40,0.2,200
fixed,NA,cat,5.2663012277744565,29.411850698695748,0.1790537182350102,50.321114668049084,0.8586145162727352,,100,25,800,20,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),83.37920104706147,NA,NA,NA,NA,,100,25,800,20,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.454309452846351,NA,NA,NA,NA,,100,25,800,20,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,19.19367150970123,NA,NA,NA,NA,,100,25,800,20,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),101.83006248118707,NA,NA,NA,NA,,100,25,800,20,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,199.44943365452414,NA,NA,NA,NA,,100,25,800,20,100,80,40,0.2,200
fixed,NA,(Intercept),769.0173111860336,19.078520399201327,40.30801629764887,75.1275425147551,1.2237871323584623e-52,,100,25,800,30,100,80,40,0.2,200
fixed,NA,cat,-26.333471879128155,34.21343094068584,-0.7696822901152829,50.45111349721195,0.4450772810678657,,100,25,800,30,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),85.35581900291291,NA,NA,NA,NA,,100,25,800,30,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.040461858042062135,NA,NA,NA,NA,,100,25,800,30,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,24.54328370086241,NA,NA,NA,NA,,100,25,800,30,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),119.04475955209476,NA,NA,NA,NA,,100,25,800,30,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,196.22291800181955,NA,NA,NA,NA,,100,25,800,30,100,80,40,0.2,200
fixed,NA,(Intercept),830.1603114468946,15.991598311155414,51.912278891334566,90.32638954087774,4.784892469101684e-69,,100,25,800,40,100,80,40,0.2,200
fixed,NA,cat,50.26155759628847,27.2287124094048,1.845902841110038,52.459549115821844,0.07055242227775994,,100,25,800,40,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),86.70337524983002,NA,NA,NA,NA,,100,25,800,40,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.21480018245923868,NA,NA,NA,NA,,100,25,800,40,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,43.79146547121402,NA,NA,NA,NA,,100,25,800,40,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),92.8915702470611,NA,NA,NA,NA,,100,25,800,40,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,199.74467813796463,NA,NA,NA,NA,,100,25,800,40,100,80,40,0.2,200
fixed,NA,(Intercept),816.9364322386268,18.698463966597703,43.69002896162883,76.0193406358167,1.3066857474109885e-55,,100,25,800,50,100,80,40,0.2,200
fixed,NA,cat,-0.38172884946494434,33.64066639652207,-0.011347243986356026,51.84846838061319,0.9909899535847628,,100,25,800,50,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),84.90402983202105,NA,NA,NA,NA,,100,25,800,50,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.20010667728121048,NA,NA,NA,NA,,100,25,800,50,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,46.38101770162843,NA,NA,NA,NA,,100,25,800,50,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),116.10240974543514,NA,NA,NA,NA,,100,25,800,50,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,199.3767905119543,NA,NA,NA,NA,,100,25,800,50,100,80,40,0.2,200
fixed,NA,(Intercept),805.2361767864616,16.51455327576109,48.759186115456785,70.00891406663953,8.96053449616081e-56,,100,25,800,60,100,80,40,0.2,200
fixed,NA,cat,70.65415366271526,30.418535041753398,2.3227336084967023,51.74318597938931,0.02416114520243292,,100,25,800,60,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),67.51306245993283,NA,NA,NA,NA,,100,25,800,60,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.5416691917595501,NA,NA,NA,NA,,100,25,800,60,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,40.848425432605325,NA,NA,NA,NA,,100,25,800,60,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),104.62729170005207,NA,NA,NA,NA,,100,25,800,60,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,202.6441524076485,NA,NA,NA,NA,,100,25,800,60,100,80,40,0.2,200
fixed,NA,(Intercept),789.1462022936987,14.33463153479052,55.05172563232062,95.56696325557546,3.4577083150332174e-74,,100,25,800,70,100,80,40,0.2,200
fixed,NA,cat,37.55992234556176,23.71049350373035,1.5841054653566147,51.349496668122285,0.11930982793725171,,100,25,800,70,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),81.94941468236975,NA,NA,NA,NA,,100,25,800,70,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.05896088295114901,NA,NA,NA,NA,,100,25,800,70,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,29.814627129743485,NA,NA,NA,NA,,100,25,800,70,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),80.61102341431685,NA,NA,NA,NA,,100,25,800,70,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,204.4731480210065,NA,NA,NA,NA,,100,25,800,70,100,80,40,0.2,200
fixed,NA,(Intercept),783.8392673110753,15.529569829225816,50.47398452956063,77.2008300446809,7.036306448798515e-61,,100,25,800,80,100,80,40,0.2,200
fixed,NA,cat,71.73597354021224,27.671525263150915,2.5924112551807985,51.08501760658109,0.012398465711491814,,100,25,800,80,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),72.1280071817388,NA,NA,NA,NA,,100,25,800,80,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.2923877363806623,NA,NA,NA,NA,,100,25,800,80,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,30.23430314399713,NA,NA,NA,NA,,100,25,800,80,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),95.16019645197476,NA,NA,NA,NA,,100,25,800,80,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,200.42186888096046,NA,NA,NA,NA,,100,25,800,80,100,80,40,0.2,200
fixed,NA,(Intercept),814.8864985509532,15.93292937352663,51.14480077373144,87.08649509917802,9.474658053742105e-67,,100,25,800,90,100,80,40,0.2,200
fixed,NA,cat,85.34347087951537,27.533533829079982,3.0996192282945714,52.84653491133382,0.0031035428613420306,,100,25,800,90,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),83.6187086465428,NA,NA,NA,NA,,100,25,800,90,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.3541015978500628,NA,NA,NA,NA,,100,25,800,90,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,47.27162876269623,NA,NA,NA,NA,,100,25,800,90,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),93.8014668956026,NA,NA,NA,NA,,100,25,800,90,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,199.53759331571456,NA,NA,NA,NA,,100,25,800,90,100,80,40,0.2,200
fixed,NA,(Intercept),779.379756744493,14.390607174254502,54.15892097581827,94.38035720328523,6.944592829879842e-73,,100,25,800,100,100,80,40,0.2,200
fixed,NA,cat,68.468645570759,24.222370590666916,2.826669888253652,53.78841341931898,0.006590163452296691,,100,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),81.34896915348408,NA,NA,NA,NA,,100,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-0.23800699342718304,NA,NA,NA,NA,,100,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,48.03241504464425,NA,NA,NA,NA,,100,25,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),81.49448583523856,NA,NA,NA,NA,,100,25,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,201.07215855737547,NA,NA,NA,NA,,100,25,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),802.6303453670794,16.445021505940336,48.806889372394565,80.40412768670167,1.624281652844477e-61,"Model failed to converge with max|grad| = 0.00246312 (tol = 0.002, component 1)",100,25,800,0,100,80,40,0.2,200
fixed,NA,cat,12.191254813480931,28.914086684072227,0.4216372091115253,50.89980144738566,0.6750652680747137,"Model failed to converge with max|grad| = 0.00246312 (tol = 0.002, component 1)",100,25,800,0,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),79.73972653988329,NA,NA,NA,NA,"Model failed to converge with max|grad| = 0.00246312 (tol = 0.002, component 1)",100,25,800,0,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.13570977761380348,NA,NA,NA,NA,"Model failed to converge with max|grad| = 0.00246312 (tol = 0.002, component 1)",100,25,800,0,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,29.336732941837592,NA,NA,NA,NA,"Model failed to converge with max|grad| = 0.00246312 (tol = 0.002, component 1)",100,25,800,0,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),99.762607919968,NA,NA,NA,NA,"Model failed to converge with max|grad| = 0.00246312 (tol = 0.002, component 1)",100,25,800,0,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,197.52131105862722,NA,NA,NA,NA,"Model failed to converge with max|grad| = 0.00246312 (tol = 0.002, component 1)",100,25,800,0,100,80,40,0.2,200
fixed,NA,(Intercept),791.706249530042,17.7432561355479,44.62012177933285,75.08932323301141,8.36917299145494e-56,,100,25,800,10,100,80,40,0.2,200
fixed,NA,cat,9.766080517561221,32.07928711992127,0.30443570896862215,52.1467336190333,0.7620076066429893,,100,25,800,10,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),79.5037205191535,NA,NA,NA,NA,,100,25,800,10,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.16570295357894133,NA,NA,NA,NA,,100,25,800,10,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,47.56235066831666,NA,NA,NA,NA,,100,25,800,10,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),110.30536318300699,NA,NA,NA,NA,,100,25,800,10,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,203.3378910718146,NA,NA,NA,NA,,100,25,800,10,100,80,40,0.2,200
fixed,NA,(Intercept),776.3745791636533,13.644508066763308,56.90015172146998,93.42584601026003,2.616884597559189e-74,,100,25,800,20,100,80,40,0.2,200
fixed,NA,cat,24.867933262414805,22.838251048502194,1.088872051086667,52.04030599053808,0.28122722472658557,,100,25,800,20,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),76.63760322648623,NA,NA,NA,NA,,100,25,800,20,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.17885172002592087,NA,NA,NA,NA,,100,25,800,20,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,34.39214816002891,NA,NA,NA,NA,,100,25,800,20,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),77.2901445166858,NA,NA,NA,NA,,100,25,800,20,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,199.5501104077907,NA,NA,NA,NA,,100,25,800,20,100,80,40,0.2,200
fixed,NA,(Intercept),811.0307940283799,15.596099892881492,52.002154359023926,76.13760415807263,3.0409187970891144e-61,,100,25,800,30,100,80,40,0.2,200
fixed,NA,cat,22.88695269250691,28.14754539074645,0.8131065204723332,52.78634513882986,0.41980938700275494,,100,25,800,30,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),71.28183397794723,NA,NA,NA,NA,,100,25,800,30,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-0.03953342386270048,NA,NA,NA,NA,,100,25,800,30,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,47.513133194421194,NA,NA,NA,NA,,100,25,800,30,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),95.98769148924652,NA,NA,NA,NA,,100,25,800,30,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,201.92319043984153,NA,NA,NA,NA,,100,25,800,30,100,80,40,0.2,200
fixed,NA,(Intercept),791.5627704970319,16.971412104942885,46.64094923877849,79.54367551886891,1.5426034923592899e-59,,100,25,800,40,100,80,40,0.2,200
fixed,NA,cat,15.550708602771886,29.976154193224684,0.5187693025106841,51.09819141550561,0.606161135069403,,100,25,800,40,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),81.2749787427288,NA,NA,NA,NA,,100,25,800,40,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-0.14182348797748542,NA,NA,NA,NA,,100,25,800,40,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,32.67933851499746,NA,NA,NA,NA,,100,25,800,40,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),103.41464718193649,NA,NA,NA,NA,,100,25,800,40,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,201.00773746538562,NA,NA,NA,NA,,100,25,800,40,100,80,40,0.2,200
fixed,NA,(Intercept),808.9849802074734,15.597264213864062,51.86710753340863,87.84607729453153,1.1229917227703719e-67,,100,25,800,50,100,80,40,0.2,200
fixed,NA,cat,63.589917797261194,26.965010979918567,2.358238157018293,53.57774602730182,0.022042116753150657,,100,25,800,50,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),82.53725062121703,NA,NA,NA,NA,,100,25,800,50,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.02078902543716381,NA,NA,NA,NA,,100,25,800,50,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,51.487010908714396,NA,NA,NA,NA,,100,25,800,50,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),91.4680355529978,NA,NA,NA,NA,,100,25,800,50,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,197.7706120425304,NA,NA,NA,NA,,100,25,800,50,100,80,40,0.2,200
fixed,NA,(Intercept),799.5345764890366,13.929752403805347,57.39761578752963,90.72519805257365,4.2081452523045844e-73,,100,25,800,60,100,80,40,0.2,200
fixed,NA,cat,96.90384067150617,23.525532613850956,4.11909231820974,51.53496628755775,1.38043501787788e-4,,100,25,800,60,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),76.21166683774706,NA,NA,NA,NA,,100,25,800,60,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-0.013287039732376783,NA,NA,NA,NA,,100,25,800,60,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,31.028056863825917,NA,NA,NA,NA,,100,25,800,60,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),80.00567123581573,NA,NA,NA,NA,,100,25,800,60,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,199.21937420299759,NA,NA,NA,NA,,100,25,800,60,100,80,40,0.2,200
fixed,NA,(Intercept),799.9640204636455,16.555541347145443,48.32001585992099,72.66935154281994,5.492493003073357e-57,,100,25,800,70,100,80,40,0.2,200
fixed,NA,cat,81.98997595211955,30.235237710380446,2.711735781193165,52.219896806711084,0.009039957203292067,,100,25,800,70,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),71.2252591397507,NA,NA,NA,NA,,100,25,800,70,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.2747467460848862,NA,NA,NA,NA,,100,25,800,70,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,45.54920833126913,NA,NA,NA,NA,,100,25,800,70,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),103.83596063964808,NA,NA,NA,NA,,100,25,800,70,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,196.43624236214544,NA,NA,NA,NA,,100,25,800,70,100,80,40,0.2,200
fixed,NA,(Intercept),835.8050994955817,16.26977924076677,51.37163123893692,85.12366081223506,7.56837205939745e-66,,100,25,800,80,100,80,40,0.2,200
fixed,NA,cat,90.26205667421928,27.955028897100718,3.2288307412045127,50.1046254586261,0.002195456912459652,,100,25,800,80,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),83.52786845420674,NA,NA,NA,NA,,100,25,800,80,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.11700536257764042,NA,NA,NA,NA,,100,25,800,80,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,13.17940364691516,NA,NA,NA,NA,,100,25,800,80,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),96.68178806652831,NA,NA,NA,NA,,100,25,800,80,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,199.86627508687243,NA,NA,NA,NA,,100,25,800,80,100,80,40,0.2,200
fixed,NA,(Intercept),785.43831302362,16.173540277175356,48.563165489009045,76.71540511117638,2.320817347269136e-59,,100,25,800,90,100,80,40,0.2,200
fixed,NA,cat,142.30887483992532,29.071163507713475,4.895190204622061,52.37685727813263,9.798432288221577e-6,,100,25,800,90,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),74.47681642204986,NA,NA,NA,NA,,100,25,800,90,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.16928905423346435,NA,NA,NA,NA,,100,25,800,90,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,45.46512364117914,NA,NA,NA,NA,,100,25,800,90,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),99.54112245917685,NA,NA,NA,NA,,100,25,800,90,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,199.33316388799403,NA,NA,NA,NA,,100,25,800,90,100,80,40,0.2,200
fixed,NA,(Intercept),795.7625501682478,16.07010417513439,49.518194872659755,87.1111131861804,1.3991265221383717e-65,,100,25,800,100,100,80,40,0.2,200
fixed,NA,cat,60.054457747671975,27.57130346793971,2.178150837790608,51.409214705326576,0.03400547417743284,,100,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),84.35199471852312,NA,NA,NA,NA,,100,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.08126185173147084,NA,NA,NA,NA,,100,25,800,100,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,34.34260130272279,NA,NA,NA,NA,,100,25,800,100,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),94.62371800702472,NA,NA,NA,NA,,100,25,800,100,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,200.2835225409941,NA,NA,NA,NA,,100,25,800,100,100,80,40,0.2,200
fixed,NA,(Intercept),791.5548879352737,18.24343356819838,43.388481942077924,72.8756031844784,8.315728255017681e-54,,100,25,800,0,100,80,40,0.2,200
fixed,NA,cat,-5.610845874330575,33.074306219703935,-0.16964364534388715,50.846983926219586,0.8659635412490467,,100,25,800,0,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),78.63293012753111,NA,NA,NA,NA,,100,25,800,0,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.14970795045294455,NA,NA,NA,NA,,100,25,800,0,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,31.533738286811346,NA,NA,NA,NA,,100,25,800,0,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),114.68889080180465,NA,NA,NA,NA,,100,25,800,0,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,199.00575225169754,NA,NA,NA,NA,,100,25,800,0,100,80,40,0.2,200
fixed,NA,(Intercept),824.5670139365668,15.576507939651783,52.93657712827515,93.40009145148078,1.879153218956839e-71,,100,25,800,10,100,80,40,0.2,200
fixed,NA,cat,19.714378627293893,26.527170754766765,0.7431768283751611,55.083021114318356,0.46053269120417173,,100,25,800,10,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),86.9678918550261,NA,NA,NA,NA,,100,25,800,10,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.2566590501794224,NA,NA,NA,NA,,100,25,800,10,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,59.7636665748046,NA,NA,NA,NA,,100,25,800,10,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),89.1957022694441,NA,NA,NA,NA,,100,25,800,10,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,198.44383827899824,NA,NA,NA,NA,,100,25,800,10,100,80,40,0.2,200
fixed,NA,(Intercept),800.9539533133864,14.591221910959053,54.89286354502035,83.79453248117005,1.825219286191036e-67,,100,25,800,20,100,80,40,0.2,200
fixed,NA,cat,-17.128659784665068,25.337686991840943,-0.6760151307489398,51.349851820892,0.5020644976254851,,100,25,800,20,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),74.03994724254022,NA,NA,NA,NA,,100,25,800,20,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.2296755273250543,NA,NA,NA,NA,,100,25,800,20,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,31.08038961194003,NA,NA,NA,NA,,100,25,800,20,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),86.65812799576662,NA,NA,NA,NA,,100,25,800,20,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,198.64536268734662,NA,NA,NA,NA,,100,25,800,20,100,80,40,0.2,200
fixed,NA,(Intercept),799.6356448436859,18.441589652825442,43.36045101844967,78.78417575704664,9.69111613546593e-57,,100,25,800,30,100,80,40,0.2,200
fixed,NA,cat,68.1637449330384,32.72081462710813,2.0831921732341883,51.2682041432595,0.04223865568051521,,100,25,800,30,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),87.18839212696923,NA,NA,NA,NA,,100,25,800,30,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.07647319173072967,NA,NA,NA,NA,,100,25,800,30,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,37.88855108872336,NA,NA,NA,NA,,100,25,800,30,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),113.24690335946525,NA,NA,NA,NA,,100,25,800,30,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,194.6387589369029,NA,NA,NA,NA,,100,25,800,30,100,80,40,0.2,200
fixed,NA,(Intercept),806.8986194848541,18.71877251503355,43.10638525238832,74.5874379078091,1.8090208449399507e-54,,100,25,800,40,100,80,40,0.2,200
fixed,NA,cat,4.260411624157551,33.76030561600517,0.1261958843801984,51.17362842401061,0.9000713885256384,,100,25,800,40,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),83.05079808934588,NA,NA,NA,NA,,100,25,800,40,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.5487064997214628,NA,NA,NA,NA,,100,25,800,40,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,37.531133660568514,NA,NA,NA,NA,,100,25,800,40,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),116.96563928632503,NA,NA,NA,NA,,100,25,800,40,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,197.46997700651042,NA,NA,NA,NA,,100,25,800,40,100,80,40,0.2,200
fixed,NA,(Intercept),811.1490268955574,16.258839865367356,49.889723597276486,72.58386931865752,6.431450458616882e-58,,100,25,800,50,100,80,40,0.2,200
fixed,NA,cat,71.78837986080651,29.741188449681886,2.413769711397473,52.49630486663913,0.01931074877636723,,100,25,800,50,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),69.88349545319035,NA,NA,NA,NA,,100,25,800,50,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.09358337126173671,NA,NA,NA,NA,,100,25,800,50,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,47.42036777480563,NA,NA,NA,NA,,100,25,800,50,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),101.90794984947753,NA,NA,NA,NA,,100,25,800,50,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,197.5884555034775,NA,NA,NA,NA,,100,25,800,50,100,80,40,0.2,200
fixed,NA,(Intercept),796.5803289673277,18.84077253846219,42.279600124738074,74.46125730029324,8.368802585830462e-54,,100,25,800,60,100,80,40,0.2,200
fixed,NA,cat,86.87326535819687,33.98207362346399,2.5564439157183303,51.10031609690049,0.013589195940080527,,100,25,800,60,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),83.44879233071967,NA,NA,NA,NA,,100,25,800,60,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,0.2179925241975,NA,NA,NA,NA,,100,25,800,60,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,36.64768208869145,NA,NA,NA,NA,,100,25,800,60,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),117.69809862862604,NA,NA,NA,NA,,100,25,800,60,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,203.48036779521092,NA,NA,NA,NA,,100,25,800,60,100,80,40,0.2,200
fixed,NA,(Intercept),800.8728262949584,16.57065577479315,48.33078649266405,72.71288493051597,5.115595743793631e-57,,100,25,800,70,100,80,40,0.2,200
fixed,NA,cat,67.40878096499242,30.16572538322912,2.2346149515260416,51.63535471769183,0.02979652241663836,,100,25,800,70,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),71.39845305622624,NA,NA,NA,NA,,100,25,800,70,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).cat,-0.06803536750988345,NA,NA,NA,NA,,100,25,800,70,100,80,40,0.2,200
ran_pars,subj_id,sd__cat,39.41322192185891,NA,NA,NA,NA,,100,25,800,70,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),103.77917623866247,NA,NA,NA,NA,,100,25,800,70,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,202.56965966063225,NA,NA,NA,NA,,100,25,800,70,100,80,40,0.2,200
fixed,NA,(Intercept),777.4567916873171,15.564682599386717,49.95005755645481,88.4961128771214,1.2549779671540767e-66,,100,25,800,80,100,80,40,0.2,200
fixed,NA,cat,15.287705885764655,26.538671221902007,0.5760539311835597,51.366864541541354,0.5670942335775091,,100,25,800,80,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),82.98543670316562,NA,NA,NA,NA,,100,25,800,80,100,80,40,0.2,200
