effect,group,term,estimate,std.error,statistic,df,p.value,date
ran_pars,subj_id,cor__exp.cat:exp,-0.2675992765445093,NA,NA,NA,NA,2020-08-17 11:18
ran_pars,subj_id,sd__cat:exp,90.9826695028005,NA,NA,NA,NA,2020-08-17 11:18
ran_pars,item_id,sd__(Intercept),69.92091849498398,NA,NA,NA,NA,2020-08-17 11:18
ran_pars,item_id,cor__(Intercept).exp,0.21713999661928368,NA,NA,NA,NA,2020-08-17 11:18
ran_pars,item_id,sd__exp,67.38136204741821,NA,NA,NA,NA,2020-08-17 11:18
ran_pars,Residual,sd__Observation,199.04781366552479,NA,NA,NA,NA,2020-08-17 11:18
fixed,NA,(Intercept),783.0101154044519,14.490275127847296,54.036939153741066,110.68611894141183,2.1585376052318257e-81,2020-08-17 11:18
fixed,NA,cat,57.91672476752327,22.779636490240204,2.542478006281502,53.316492988297775,0.013945939801133884,2020-08-17 11:18
fixed,NA,exp,-6.0267861516197705,11.752149051783338,-0.5128241758221431,98.49554523419812,0.6092225442033199,2020-08-17 11:18
fixed,NA,cat:exp,85.99818740205059,19.960657499912703,4.3083845009828305,64.86261382902681,5.694811320194138e-5,2020-08-17 11:18
ran_pars,subj_id,sd__(Intercept),93.33245887086828,NA,NA,NA,NA,2020-08-17 11:18
ran_pars,subj_id,cor__(Intercept).cat,0.40704709885426854,NA,NA,NA,NA,2020-08-17 11:18
ran_pars,subj_id,cor__(Intercept).exp,0.2568287428110502,NA,NA,NA,NA,2020-08-17 11:18
ran_pars,subj_id,cor__(Intercept).cat:exp,0.19432638631656868,NA,NA,NA,NA,2020-08-17 11:18
ran_pars,subj_id,sd__cat,52.418947585326165,NA,NA,NA,NA,2020-08-17 11:18
ran_pars,subj_id,cor__cat.exp,-0.038116289953135776,NA,NA,NA,NA,2020-08-17 11:18
ran_pars,subj_id,cor__cat.cat:exp,0.24057826087923664,NA,NA,NA,NA,2020-08-17 11:18
ran_pars,subj_id,sd__exp,74.55690632181259,NA,NA,NA,NA,2020-08-17 11:18
ran_pars,subj_id,cor__exp.cat:exp,0.19279809774853707,NA,NA,NA,NA,2020-08-17 11:18
ran_pars,subj_id,sd__cat:exp,82.65900416692011,NA,NA,NA,NA,2020-08-17 11:18
ran_pars,item_id,sd__(Intercept),77.09125034068042,NA,NA,NA,NA,2020-08-17 11:18
ran_pars,item_id,cor__(Intercept).exp,0.03741829969757846,NA,NA,NA,NA,2020-08-17 11:18
ran_pars,item_id,sd__exp,57.678495512613665,NA,NA,NA,NA,2020-08-17 11:18
ran_pars,Residual,sd__Observation,199.93441199904754,NA,NA,NA,NA,2020-08-17 11:18
fixed,NA,(Intercept),817.1839810083513,15.550136737957233,52.551562393251466,108.25555651326,7.004038035692719e-79,2020-08-17 11:19
fixed,NA,cat,76.23062376388364,24.46457697883534,3.1159592021489626,51.06322598870234,0.0030068389535618197,2020-08-17 11:19
fixed,NA,exp,-5.5076111695550605,14.262068017169899,-0.3861719887273379,106.05220358337851,0.7001429455163188,2020-08-17 11:19
fixed,NA,cat:exp,56.57000797770907,23.940154010767223,2.362975942104064,67.65991635150928,0.021010035388131804,2020-08-17 11:19
ran_pars,subj_id,sd__(Intercept),98.4158880962911,NA,NA,NA,NA,2020-08-17 11:19
ran_pars,subj_id,cor__(Intercept).cat,0.22866221356194727,NA,NA,NA,NA,2020-08-17 11:19
ran_pars,subj_id,cor__(Intercept).exp,0.24186404956305713,NA,NA,NA,NA,2020-08-17 11:19
ran_pars,subj_id,cor__(Intercept).cat:exp,0.40678838308149073,NA,NA,NA,NA,2020-08-17 11:19
ran_pars,subj_id,sd__cat,43.2619898613494,NA,NA,NA,NA,2020-08-17 11:19
ran_pars,subj_id,cor__cat.exp,0.4400735290309222,NA,NA,NA,NA,2020-08-17 11:19
ran_pars,subj_id,cor__cat.cat:exp,0.10472790060860294,NA,NA,NA,NA,2020-08-17 11:19
ran_pars,subj_id,sd__exp,92.83156583546851,NA,NA,NA,NA,2020-08-17 11:19
ran_pars,subj_id,cor__exp.cat:exp,0.34460712977931435,NA,NA,NA,NA,2020-08-17 11:19
ran_pars,subj_id,sd__cat:exp,102.08458364140222,NA,NA,NA,NA,2020-08-17 11:19
ran_pars,item_id,sd__(Intercept),84.00312164105316,NA,NA,NA,NA,2020-08-17 11:19
ran_pars,item_id,cor__(Intercept).exp,0.15721250586518326,NA,NA,NA,NA,2020-08-17 11:19
ran_pars,item_id,sd__exp,71.3974840319141,NA,NA,NA,NA,2020-08-17 11:19
ran_pars,Residual,sd__Observation,195.43268310314028,NA,NA,NA,NA,2020-08-17 11:19
